id,age,gender,current_country,highest_education_level,current_role,company_size,workplace_uses_machine_learning,yearly_salary,money_spent_on_ml,primary_analyzing_tool,time_coding,time_using_ml_methods
15691,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Masters degree,Business Analyst,50-249 employees,No (we do not use ML methods),"40,000-49,999",0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
15692,35-39,Male,United States of America,Doctoral degree,Data Scientist,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999",,,,
15693,25-29,Male,Russia,No formal education past high school,Student,,,,,,,
15694,25-29,Male,Other,Masters degree,,,,,,,,
15695,25-29,Male,France,Masters degree,Data Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,
15696,30-34,Female,India,Bachelors degree,Product/Project Manager,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"20,000-24,999",0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,
15697,25-29,Male,India,Masters degree,Software Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"20,000-24,999",0,Other,3-5 years,< 1 years
15698,45-49,Male,Japan,Bachelors degree,Software Engineer,250-999 employees,No (we do not use ML methods),"70,000-79,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15699,45-49,Male,India,Bachelors degree,Statistician,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999",100-999,,,
15700,30-34,Male,Russia,Masters degree,Data Scientist,0-49 employees,,,,,,
15701,35-39,Male,Russia,,,,,,,,,
15702,22-24,Male,United States of America,Masters degree,Student,,,,,,,
15703,30-34,Male,United States of America,Masters degree,Software Engineer,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15704,40-44,Female,United States of America,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15705,30-34,Male,Other,Bachelors degree,Data Engineer,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"1,000-1,999",100-999,,,
15706,22-24,Male,Bangladesh,Masters degree,Software Engineer,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),0-999,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
15707,18-21,Male,Hungary,Bachelors degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"15,000-19,999",100-999,,,
15708,45-49,Female,India,Doctoral degree,Other,50-249 employees,No (we do not use ML methods),,,,,
15709,45-49,Female,France,Doctoral degree,Data Scientist,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,2-3 years
15710,22-24,Female,India,Masters degree,Data Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"4,000-4,999","1000-9,999",,,
15711,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15712,25-29,Male,Russia,Doctoral degree,Research Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"125,000-149,999",100-999,,,
15713,22-24,Male,Portugal,Bachelors degree,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
15714,35-39,Male,India,Masters degree,Software Engineer,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"70,000-79,999",100-999,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,< 1 years
15715,18-21,Male,India,Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15716,22-24,Male,India,I prefer not to answer,Software Engineer,> 10000 employees,,,,,,
15717,22-24,Female,Poland,Bachelors degree,Student,,,,,,,
15718,22-24,Male,India,Masters degree,Software Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"20,000-24,999",ene-99,Other,1-2 years,
15719,22-24,Female,Japan,Bachelors degree,Data Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),0-999,,,,
15720,18-21,Male,India,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15721,25-29,Male,Singapore,Bachelors degree,Student,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,2-3 years
15722,22-24,Female,United States of America,Some college/university study without earning a Bachelors degree,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,
15723,35-39,Male,Russia,,,,,,,,,
15724,30-34,Male,India,Masters degree,Data Analyst,1000-9999 employees,,,,,,
15725,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15726,25-29,Female,India,Bachelors degree,Data Analyst,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"10,000-14,999",100-999,,,
15727,25-29,Male,Nigeria,Bachelors degree,Not employed,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15728,22-24,Male,Other,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
15729,25-29,Male,India,Masters degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15730,18-21,Male,India,,,,,,,,,
15731,25-29,Male,United States of America,Masters degree,Data Analyst,0-49 employees,I do not know,0-999,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15732,40-44,Male,Canada,Doctoral degree,Research Scientist,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"80,000-89,999",0,,,
15733,18-21,Male,India,Bachelors degree,Not employed,,,,,,,
15734,30-34,Male,Germany,Masters degree,Data Scientist,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15735,18-21,Female,India,Bachelors degree,Data Scientist,0-49 employees,,,,,,
15736,25-29,Male,Poland,Masters degree,Data Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"50,000-59,999",0,,,
15737,30-34,Male,United States of America,Bachelors degree,Software Engineer,> 10000 employees,I do not know,"100,000-124,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15738,25-29,Male,India,Bachelors degree,Data Scientist,> 10000 employees,,,,,,
15739,40-44,Prefer not to say,Turkey,Professional degree,Not employed,,,,,Other,5-10 years,< 1 years
15740,25-29,Male,United States of America,Doctoral degree,Other,1000-9999 employees,,,,,,
15741,30-34,Male,Ukraine,Masters degree,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15742,35-39,Male,India,Professional degree,Data Analyst,1000-9999 employees,I do not know,"10,000-14,999","1000-9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,
15743,22-24,Male,Spain,,,,,,,,,
15744,25-29,Male,Spain,Masters degree,Product/Project Manager,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"50,000-59,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,5-10 years
15745,35-39,Male,Brazil,Doctoral degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"30,000-39,999",0,Other,3-5 years,3-4 years
15746,25-29,Male,United States of America,Bachelors degree,Data Analyst,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"50,000-59,999",100-999,Other,1-2 years,1-2 years
15747,55-59,Female,India,Doctoral degree,Other,0-49 employees,I do not know,,,,,
15748,30-34,Male,United States of America,Masters degree,Data Scientist,> 10000 employees,No (we do not use ML methods),,,,,
15749,60-69,Male,United States of America,Bachelors degree,Software Engineer,1000-9999 employees,I do not know,"100,000-124,999","10,000-99,999",,,
15750,22-24,Prefer not to say,Taiwan,Bachelors degree,Other,,,,,,,
15751,18-21,Female,India,Bachelors degree,,,,,,,,
15752,30-34,Male,Ukraine,No formal education past high school,Not employed,,,,,,,
15753,30-34,Prefer not to say,United States of America,Masters degree,Data Scientist,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15754,22-24,Male,India,Masters degree,Statistician,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15755,35-39,Male,India,Professional degree,Product/Project Manager,250-999 employees,No (we do not use ML methods),"50,000-59,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15756,25-29,Female,Turkey,Masters degree,Software Engineer,250-999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"1,000-1,999",ene-99,,,
15757,30-34,Male,Russia,Some college/university study without earning a Bachelors degree,Data Scientist,,,,,,,
15758,18-21,Male,India,Bachelors degree,Data Scientist,0-49 employees,I do not know,"100,000-124,999",100-999,,,
15759,22-24,Female,India,Doctoral degree,Data Scientist,0-49 employees,,,,,,
15760,30-34,Male,India,Masters degree,Software Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),0-999,ene-99,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",< 1 years,
15761,18-21,Male,United States of America,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,
15762,18-21,Male,United States of America,Bachelors degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15763,22-24,Male,Brazil,Masters degree,Research Scientist,0-49 employees,I do not know,0-999,0,,,
15764,18-21,Male,Pakistan,Bachelors degree,Software Engineer,50-249 employees,,,,,,
15765,25-29,Female,Poland,Bachelors degree,Research Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"30,000-39,999",,,,
15766,22-24,Male,India,Bachelors degree,Not employed,,,,,,,
15767,30-34,Male,Other,Bachelors degree,Software Engineer,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"20,000-24,999","1000-9,999",,,
15768,55-59,Male,Canada,Bachelors degree,Business Analyst,250-999 employees,No (we do not use ML methods),0-999,100-999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",20+ years,3-4 years
15769,18-21,Male,India,Bachelors degree,Data Analyst,,,,,,,
15770,18-21,Male,India,Bachelors degree,Student,,,,,,,
15771,25-29,Male,Republic of Korea,Masters degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15772,22-24,Male,India,Masters degree,Student,,,,,,,
15773,25-29,Male,Brazil,Bachelors degree,Data Analyst,0-49 employees,No (we do not use ML methods),"4,000-4,999",ene-99,,,
15774,30-34,Male,South Africa,Bachelors degree,Data Analyst,> 10000 employees,No (we do not use ML methods),"40,000-49,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15775,35-39,Male,United States of America,Doctoral degree,Data Scientist,0-49 employees,,,,,,
15776,30-34,Male,Spain,Some college/university study without earning a Bachelors degree,Other,250-999 employees,I do not know,"30,000-39,999",0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",< 1 years,
15777,22-24,Male,Canada,Bachelors degree,Data Analyst,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"40,000-49,999",100-999,,,
15778,22-24,Male,Russia,Masters degree,Business Analyst,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999",100-999,,,
15779,18-21,Male,Canada,Bachelors degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"70,000-79,999",100-999,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,2-3 years
15780,25-29,Male,Other,Bachelors degree,Student,,,,,,,
15781,60-69,Female,India,Masters degree,Not employed,,,,,,,
15782,22-24,Male,Brazil,Some college/university study without earning a Bachelors degree,Data Scientist,0-49 employees,,,,,,
15783,22-24,Male,India,Masters degree,Data Analyst,0-49 employees,I do not know,"60,000-69,999",,,,
15784,35-39,Male,Other,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),,,,,
15785,18-21,Female,India,Doctoral degree,Student,,,,,,,
15786,30-34,Female,United States of America,Masters degree,Software Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"80,000-89,999",0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,< 1 years
15787,30-34,Male,Russia,Masters degree,Data Scientist,50-249 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,2-3 years
15788,25-29,Female,United States of America,Doctoral degree,Data Scientist,,,,,,,
15789,60-69,Male,Israel,Professional degree,Software Engineer,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"100,000-124,999","10,000-99,999",,,
15790,22-24,Male,Japan,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
15791,35-39,Male,Other,Masters degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"10,000-14,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",,
15792,18-21,Male,India,Bachelors degree,Student,,,,,,,
15793,30-34,Female,New Zealand,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,
15794,45-49,Male,France,Masters degree,Not employed,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,1-2 years
15795,18-21,Male,United States of America,Bachelors degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",,
15796,25-29,Female,United States of America,Doctoral degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15797,22-24,Male,India,Bachelors degree,Student,,,,,"Advanced statistical software (SPSS, SAS, etc.)",< 1 years,< 1 years
15798,25-29,Male,Brazil,Professional degree,Data Scientist,0-49 employees,,,,,,
15799,22-24,Male,India,Bachelors degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),0-999,100-999,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15800,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,
15801,30-34,Male,Russia,No formal education past high school,,,,,,,,
15802,18-21,Male,United States of America,No formal education past high school,Student,,,,,Other,< 1 years,
15803,35-39,Male,France,Doctoral degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15804,70+,Male,United States of America,Masters degree,Other,1000-9999 employees,No (we do not use ML methods),"50,000-59,999",0,,,
15805,22-24,Male,India,Bachelors degree,Data Scientist,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"7,500-9,999",100-999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,1-2 years
15806,22-24,Female,Tunisia,Professional degree,Data Analyst,0-49 employees,I do not know,0-999,ene-99,,,
15807,30-34,Female,United States of America,Masters degree,Data Scientist,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"150,000-199,999","10,000-99,999",,,
15808,40-44,Male,United States of America,Masters degree,Software Engineer,250-999 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15809,18-21,Male,Kenya,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15810,25-29,Female,Other,Masters degree,Business Analyst,250-999 employees,No (we do not use ML methods),0-999,ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15811,25-29,Male,India,Masters degree,Statistician,0-49 employees,,,,,,
15812,30-34,Male,Other,Masters degree,Software Engineer,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"> 500,000","> 100,000",,,
15813,25-29,Female,Israel,Masters degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
15814,30-34,Male,Brazil,Some college/university study without earning a Bachelors degree,,,,,,,,
15815,18-21,Male,India,Bachelors degree,Student,,,,,,,
15816,55-59,Male,Netherlands,Bachelors degree,Product/Project Manager,> 10000 employees,I do not know,,,,,
15817,30-34,Male,Turkey,Bachelors degree,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
15818,30-34,Male,Germany,Masters degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,
15819,35-39,Male,Turkey,Doctoral degree,Software Engineer,,,,,,,
15820,25-29,Male,United States of America,Masters degree,Data Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"60,000-69,999","1000-9,999",,,
15821,18-21,Male,India,Bachelors degree,Data Scientist,,,,,,,
15822,40-44,Male,Russia,Masters degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"20,000-24,999","1000-9,999",Other,< 1 years,
15823,25-29,Male,Russia,Bachelors degree,Other,1000-9999 employees,,,,,,
15824,25-29,Male,Nigeria,Bachelors degree,Research Scientist,0-49 employees,,,,,,
15825,70+,Male,Czech Republic,Doctoral degree,Research Scientist,50-249 employees,,,,,,
15826,22-24,Female,United States of America,Masters degree,Data Analyst,1000-9999 employees,No (we do not use ML methods),"60,000-69,999",0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,
15827,25-29,Male,South Korea,,,,,,,,,
15828,25-29,Male,United States of America,Bachelors degree,Data Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),,,,,
15829,18-21,Male,India,Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15830,18-21,Male,United States of America,Some college/university study without earning a Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",I have never written code,
15831,25-29,Male,India,Bachelors degree,Business Analyst,0-49 employees,No (we do not use ML methods),"1,000-1,999",0,,,
15832,60-69,Male,United States of America,Masters degree,Software Engineer,0-49 employees,No (we do not use ML methods),,,,,
15833,18-21,Male,United States of America,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
15834,35-39,Female,Canada,Masters degree,Software Engineer,> 10000 employees,,,,,,
15835,50-54,Male,Israel,Masters degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"70,000-79,999","10,000-99,999",Other,20+ years,5-10 years
15836,30-34,Male,India,Masters degree,Data Analyst,> 10000 employees,I do not know,"30,000-39,999",,,,
15837,55-59,Male,United Kingdom of Great Britain and Northern Ireland,Masters degree,Data Analyst,0-49 employees,,,,,,
15838,25-29,Female,India,Masters degree,Data Scientist,,,,,,,
15839,30-34,Male,Germany,Masters degree,Research Scientist,> 10000 employees,I do not know,,,,,
15840,30-34,Male,Nigeria,Masters degree,Research Scientist,0-49 employees,No (we do not use ML methods),0-999,0,,,
15841,25-29,Female,Other,Masters degree,Software Engineer,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"30,000-39,999",,,,
15842,22-24,Male,Russia,Masters degree,Student,,,,,,,
15843,22-24,Male,United Kingdom of Great Britain and Northern Ireland,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1-2 years
15844,45-49,Male,United States of America,Masters degree,Research Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15845,50-54,Male,United States of America,Masters degree,Product/Project Manager,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999","1000-9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",20+ years,< 1 years
15846,22-24,Male,India,Bachelors degree,Software Engineer,50-249 employees,,,,,,
15847,22-24,Male,Italy,Masters degree,Statistician,0-49 employees,,,,,,
15848,45-49,Male,Japan,No formal education past high school,Research Scientist,0-49 employees,I do not know,0-999,0,,,
15849,25-29,Female,United States of America,Masters degree,Business Analyst,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"70,000-79,999","> 100,000","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3-5 years,3-4 years
15850,40-44,Male,United States of America,Bachelors degree,Data Analyst,50-249 employees,No (we do not use ML methods),"60,000-69,999","1000-9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15851,25-29,Female,Germany,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"50,000-59,999","1000-9,999",,,
15852,25-29,Male,Mexico,Masters degree,Statistician,0-49 employees,,,,,,
15853,25-29,Male,Brazil,Bachelors degree,DBA/Database Engineer,50-249 employees,No (we do not use ML methods),"25,000-29,999",100-999,,,
15854,40-44,Male,United States of America,Doctoral degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),,,,,
15855,25-29,Male,United States of America,Masters degree,Software Engineer,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999",100-999,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,1-2 years
15856,18-21,Female,Other,Bachelors degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),0-999,ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
15857,35-39,Male,Germany,Bachelors degree,,,,,,,,
15858,30-34,Male,Brazil,Bachelors degree,Data Scientist,50-249 employees,No (we do not use ML methods),"7,500-9,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,
15859,22-24,Male,India,Bachelors degree,Student,,,,,,,
15860,22-24,Female,Tunisia,Doctoral degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,
15861,60-69,Male,United States of America,Some college/university study without earning a Bachelors degree,Statistician,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"25,000-29,999",100-999,,,
15862,45-49,Male,United States of America,Bachelors degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"200,000-249,999","> 100,000",,,
15863,22-24,Female,India,Bachelors degree,Software Engineer,> 10000 employees,We use ML methods for generating insights (but do not put working models into production),"2,000-2,999",ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,
15864,25-29,Male,France,Doctoral degree,Research Scientist,50-249 employees,I do not know,"10,000-14,999","> 100,000",,,
15865,25-29,Female,Turkey,,,,,,,,,
15866,18-21,Male,Egypt,Bachelors degree,Student,,,,,,,
15867,35-39,Male,Nigeria,Masters degree,Other,> 10000 employees,,,,,,
15868,22-24,Prefer not to say,France,Masters degree,,,,,,,,
15869,22-24,Female,India,Masters degree,Data Scientist,0-49 employees,,,,,,
15870,25-29,Male,Turkey,No formal education past high school,Other,0-49 employees,,,,,,
15871,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
15872,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999","1000-9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,
15873,25-29,Male,Canada,Some college/university study without earning a Bachelors degree,Software Engineer,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"100,000-124,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",10-20 years,
15874,45-49,Male,United States of America,Bachelors degree,Product/Project Manager,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),0-999,,,,
15875,18-21,Male,Pakistan,Some college/university study without earning a Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,
15876,40-44,Male,Germany,Masters degree,Data Analyst,1000-9999 employees,I do not know,"50,000-59,999",ene-99,,,
15877,22-24,Male,India,Professional degree,Other,> 10000 employees,I do not know,"5,000-7,499",,,,
15878,40-44,Male,United States of America,Bachelors degree,Data Scientist,1000-9999 employees,,,,,,
15879,22-24,Male,India,Bachelors degree,Student,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",< 1 years,
15880,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,
15881,25-29,Male,Spain,Masters degree,Data Scientist,> 10000 employees,We use ML methods for generating insights (but do not put working models into production),"30,000-39,999","10,000-99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,2-3 years
15882,22-24,Male,United States of America,Some college/university study without earning a Bachelors degree,Student,,,,,,,
15883,30-34,Male,Canada,Masters degree,Software Engineer,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"60,000-69,999","1000-9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,5-10 years
15884,35-39,Male,United States of America,Doctoral degree,Data Scientist,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"100,000-124,999","> 100,000","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,5-10 years
15885,25-29,Male,Brazil,Masters degree,Product/Project Manager,0-49 employees,,,,,,
15886,18-21,Male,India,,,,,,,,,
15887,18-21,Female,Pakistan,,,,,,,,,
15888,25-29,Male,Egypt,Masters degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),,,,,
15889,35-39,Female,United States of America,Doctoral degree,Student,,,,,,,
15890,18-21,Male,United States of America,Bachelors degree,Software Engineer,50-249 employees,I do not know,"70,000-79,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15891,22-24,Male,United States of America,Masters degree,Student,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,2-3 years
15892,25-29,Male,South Africa,Masters degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),,,,,
15893,40-44,Male,Ireland,Doctoral degree,Research Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"40,000-49,999","1000-9,999","Advanced statistical software (SPSS, SAS, etc.)",3-5 years,
15894,45-49,Male,United States of America,Bachelors degree,Other,250-999 employees,No (we do not use ML methods),,,,,
15895,30-34,Male,Other,Masters degree,Data Scientist,> 10000 employees,,,,,,
15896,25-29,Female,United Kingdom of Great Britain and Northern Ireland,Bachelors degree,Business Analyst,50-249 employees,No (we do not use ML methods),"40,000-49,999",0,,,
15897,18-21,Male,Tunisia,Masters degree,Data Scientist,0-49 employees,I do not know,,,,,
15898,25-29,Male,Poland,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"40,000-49,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15899,25-29,Male,United States of America,Bachelors degree,Software Engineer,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),,,,,
15900,22-24,Male,Russia,Bachelors degree,Student,,,,,,,
15901,40-44,Female,United States of America,Doctoral degree,Research Scientist,0-49 employees,I do not know,"5,000-7,499",0,"Advanced statistical software (SPSS, SAS, etc.)",10-20 years,< 1 years
15902,25-29,Male,Portugal,Masters degree,Data Scientist,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"15,000-19,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
15903,18-21,Male,India,Bachelors degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),0-999,ene-99,,,
15904,35-39,Male,Nigeria,Bachelors degree,,,,,,,,
15905,30-34,Female,Germany,Masters degree,Business Analyst,0-49 employees,,,,,,
15906,22-24,Male,India,Bachelors degree,Student,,,,,,,
15907,40-44,Female,United States of America,Masters degree,Student,,,,,,,
15908,35-39,Prefer not to say,Belarus,Doctoral degree,,,,,,,,
